id,flock,year,sex,birth_type,dam_age,cg,wwt,fat,fec,nlb1,lambing1_year
M2501585,F1,2025,M,1,2-5,F1-2025-M,33.13,2.86,4.953,NA,NA
W2501586,F2,2025,F,2,2-5,F2-2025-F,28.86,NA,9.955,NA,NA
W2501587,F2,2025,F,2,2-5,F2-2025-F,27.17,2.89,7.33,NA,NA
M2501588,F2,2025,M,2,2-5,F2-2025-M,32.14,2.64,NA,NA,NA
W2501589,F2,2025,F,2,2-5,F2-2025-F,21.71,NA,5.755,NA,NA
M2501590,F2,2025,M,2,2-5,F2-2025-M,30.74,3.23,6.295,NA,NA
W2501591,F2,2025,F,2,2-5,F2-2025-F,22.33,NA,NA,NA,NA
W2501592,F2,2025,F,1,2-5,F2-2025-F,27.58,4.2,NA,NA,NA
W2501593,F1,2025,F,1,2-5,F1-2025-F,30.87,2.82,4.451,NA,NA
M2501594,F1,2025,M,1,2-5,F1-2025-M,32.78,3.31,NA,NA,NA
M2501595,F2,2025,M,1,2-5,F2-2025-M,30.06,NA,8.007,NA,NA
M2501596,F1,2025,M,1,2-5,F1-2025-M,35.05,NA,7.349,NA,NA
M2501597,F1,2025,M,1,2-5,F1-2025-M,35.52,NA,5.157,NA,NA
W2501598,F2,2025,F,1,2-5,F2-2025-F,25.46,2.97,6.574,NA,NA
W2501599,F1,2025,F,2,2-5,F1-2025-F,23.27,2.28,3.976,NA,NA
M2501600,F1,2025,M,2,2-5,F1-2025-M,29.62,3.84,NA,NA,NA
M2501601,F2,2025,M,1,2-5,F2-2025-M,30.29,3.75,7.301,NA,NA
M2501602,F1,2025,M,2,2-5,F1-2025-M,25.69,3.17,6.708,NA,NA
M2501603,F1,2025,M,2,2-5,F1-2025-M,29.87,NA,NA,NA,NA
W2501604,F2,2025,F,2,2-5,F2-2025-F,25.13,2.17,NA,NA,NA
M2501605,F2,2025,M,2,2-5,F2-2025-M,26.59,NA,4.99,NA,NA
M2501606,F1,2025,M,1,2-5,F1-2025-M,36.15,3.31,6.978,NA,NA
M2501607,F2,2025,M,1,2-5,F2-2025-M,32.73,1.47,6.06,NA,NA
M2501608,F1,2025,M,2,2-5,F1-2025-M,35.22,NA,6.265,NA,NA
M2501609,F1,2025,M,2,2-5,F1-2025-M,25.08,1.85,NA,NA,NA
W2501610,F2,2025,F,2,2-5,F2-2025-F,24.95,2.98,NA,NA,NA
W2501611,F2,2025,F,2,2-5,F2-2025-F,23.97,2.09,NA,NA,NA
M2501612,F1,2025,M,3,2-5,F1-2025-M,31.06,3.88,NA,NA,NA
M2501613,F1,2025,M,3,2-5,F1-2025-M,28.83,NA,NA,NA,NA
W2501614,F1,2025,F,3,2-5,F1-2025-F,33.74,NA,NA,NA,NA
W2501615,F2,2025,F,1,2-5,F2-2025-F,29.03,2.18,7.009,NA,NA
W2501616,F1,2025,F,2,2-5,F1-2025-F,34.15,2.67,7.195,NA,NA
M2501617,F1,2025,M,2,2-5,F1-2025-M,33.04,3.08,6.623,NA,NA
M2501618,F2,2025,M,2,2-5,F2-2025-M,36.04,NA,4.315,NA,NA
M2501619,F2,2025,M,2,2-5,F2-2025-M,32.68,2.72,5.54,NA,NA
W2501620,F2,2025,F,1,2-5,F2-2025-F,26.47,NA,NA,NA,NA
M2501621,F2,2025,M,3,2-5,F2-2025-M,27.19,NA,NA,NA,NA
W2501622,F2,2025,F,3,2-5,F2-2025-F,21.53,2.36,NA,NA,NA
M2501623,F2,2025,M,3,2-5,F2-2025-M,29.45,2.62,5.17,NA,NA
W2501624,F1,2025,F,1,2-5,F1-2025-F,39.16,2.2,7.359,NA,NA
M2501625,F2,2025,M,1,2-5,F2-2025-M,34.26,3.92,4.981,NA,NA
W2501626,F2,2025,F,2,2-5,F2-2025-F,29.1,2.08,NA,NA,NA
W2501627,F2,2025,F,2,2-5,F2-2025-F,28.38,3.42,NA,NA,NA
W2501628,F1,2025,F,1,2-5,F1-2025-F,26.96,NA,NA,NA,NA
W2501629,F2,2025,F,1,2-5,F2-2025-F,29.09,NA,6.279,NA,NA
M2501630,F1,2025,M,2,2-5,F1-2025-M,25.43,2.13,5.862,NA,NA
W2501631,F1,2025,F,2,2-5,F1-2025-F,19.48,NA,7.073,NA,NA
M2501632,F1,2025,M,3,2-5,F1-2025-M,26.76,NA,6.292,NA,NA
M2501633,F1,2025,M,3,2-5,F1-2025-M,25.79,NA,NA,NA,NA
W2501634,F1,2025,F,3,2-5,F1-2025-F,27.02,3.38,8.027,NA,NA
W2501635,F2,2025,F,2,2-5,F2-2025-F,28.93,2.06,NA,NA,NA
M2501636,F2,2025,M,2,2-5,F2-2025-M,32.21,1.65,6.273,NA,NA
W2501637,F1,2025,F,1,2-5,F1-2025-F,33.88,4.04,NA,NA,NA
W2501638,F2,2025,F,2,2-5,F2-2025-F,30.53,NA,5.191,NA,NA
W2501639,F2,2025,F,2,2-5,F2-2025-F,22.78,NA,3.819,NA,NA
W2501640,F1,2025,F,2,2-5,F1-2025-F,31.16,2.66,NA,NA,NA
W2501641,F1,2025,F,2,2-5,F1-2025-F,34.81,2.58,NA,NA,NA
M2501642,F2,2025,M,1,2-5,F2-2025-M,35.26,NA,NA,NA,NA
W2501643,F2,2025,F,1,2-5,F2-2025-F,29.75,NA,6.51,NA,NA
W2501644,F2,2025,F,1,2-5,F2-2025-F,33.03,NA,5.141,NA,NA
M2501645,F2,2025,M,1,2-5,F2-2025-M,36.04,3.21,4.919,NA,NA
M2501646,F2,2025,M,1,2-5,F2-2025-M,27.16,3.12,NA,NA,NA
W2501647,F2,2025,F,1,2-5,F2-2025-F,30.0,2.56,NA,NA,NA
M2501648,F1,2025,M,1,2-5,F1-2025-M,38.85,5.07,7.451,NA,NA
W2501649,F1,2025,F,2,2-5,F1-2025-F,27.81,3.03,NA,NA,NA
M2501650,F1,2025,M,2,2-5,F1-2025-M,26.57,3.19,4.502,NA,NA
M2501651,F1,2025,M,2,2-5,F1-2025-M,35.54,NA,NA,NA,NA
M2501652,F1,2025,M,2,2-5,F1-2025-M,28.5,2.14,5.066,NA,NA
M2501653,F2,2025,M,2,2-5,F2-2025-M,29.93,2.45,7.328,NA,NA
M2501654,F2,2025,M,2,2-5,F2-2025-M,25.79,2.74,NA,NA,NA
W2501655,F1,2025,F,2,2-5,F1-2025-F,30.75,4.31,5.702,NA,NA
M2501656,F1,2025,M,2,2-5,F1-2025-M,28.32,2.77,5.491,NA,NA
M2501657,F2,2025,M,1,2-5,F2-2025-M,28.26,3.16,6.565,NA,NA
W2501658,F1,2025,F,1,2-5,F1-2025-F,32.7,NA,NA,NA,NA
W2501659,F2,2025,F,1,2-5,F2-2025-F,27.97,1.77,NA,NA,NA
M2501660,F1,2025,M,2,2-5,F1-2025-M,29.52,NA,NA,NA,NA
W2501661,F1,2025,F,2,2-5,F1-2025-F,22.56,1.69,5.031,NA,NA
M2501662,F1,2025,M,1,2-5,F1-2025-M,36.61,NA,NA,NA,NA
W2501663,F2,2025,F,2,2-5,F2-2025-F,23.09,NA,NA,NA,NA
W2501664,F2,2025,F,2,2-5,F2-2025-F,30.68,2.09,4.838,NA,NA
W2501665,F2,2025,F,2,2-5,F2-2025-F,28.01,4.76,NA,NA,NA
W2501666,F2,2025,F,2,2-5,F2-2025-F,26.1,NA,NA,NA,NA
W2501667,F2,2025,F,1,2-5,F2-2025-F,29.61,4.4,NA,NA,NA
M2501668,F2,2025,M,1,2-5,F2-2025-M,39.87,NA,6.89,NA,NA
M2501669,F1,2025,M,1,2-5,F1-2025-M,30.93,2.49,8.885,NA,NA
W2501670,F1,2025,F,3,2-5,F1-2025-F,26.6,NA,4.228,NA,NA
W2501671,F1,2025,F,3,2-5,F1-2025-F,21.36,1.53,5.281,NA,NA
M2501672,F1,2025,M,3,2-5,F1-2025-M,32.04,3.5,NA,NA,NA
M2501673,F2,2025,M,2,2-5,F2-2025-M,31.64,NA,4.39,NA,NA
M2501674,F2,2025,M,2,2-5,F2-2025-M,31.61,2.71,5.741,NA,NA
W2501675,F2,2025,F,2,2-5,F2-2025-F,26.11,3.12,NA,NA,NA
M2501676,F2,2025,M,2,2-5,F2-2025-M,32.68,NA,NA,NA,NA
M2501677,F2,2025,M,1,2-5,F2-2025-M,32.68,2.66,NA,NA,NA
M2501678,F2,2025,M,2,2-5,F2-2025-M,30.31,1.79,5.888,NA,NA
W2501679,F2,2025,F,2,2-5,F2-2025-F,33.96,NA,5.503,NA,NA
W2501680,F1,2025,F,3,2-5,F1-2025-F,25.33,NA,NA,NA,NA
M2501681,F1,2025,M,3,2-5,F1-2025-M,30.05,3.19,NA,NA,NA
M2501682,F1,2025,M,3,2-5,F1-2025-M,28.47,4.25,7.395,NA,NA
W2501683,F1,2025,F,2,2-5,F1-2025-F,31.02,2.91,NA,NA,NA
W2501684,F1,2025,F,2,2-5,F1-2025-F,32.0,NA,NA,NA,NA
W2501685,F2,2025,F,1,2-5,F2-2025-F,31.47,NA,4.488,NA,NA
M2501686,F1,2025,M,3,2-5,F1-2025-M,26.72,NA,4.999,NA,NA
M2501687,F1,2025,M,3,2-5,F1-2025-M,30.9,4.26,6.334,NA,NA
M2501688,F1,2025,M,3,2-5,F1-2025-M,25.7,4.51,NA,NA,NA
M2501689,F2,2025,M,1,2-5,F2-2025-M,36.36,3.16,NA,NA,NA
M2501690,F2,2025,M,2,2-5,F2-2025-M,35.4,2.88,7.709,NA,NA
M2501691,F2,2025,M,2,2-5,F2-2025-M,30.11,2.52,NA,NA,NA
W2501692,F1,2025,F,1,2-5,F1-2025-F,34.25,NA,NA,NA,NA
W2501693,F1,2025,F,2,2-5,F1-2025-F,33.36,NA,NA,NA,NA
M2501694,F1,2025,M,2,2-5,F1-2025-M,25.44,2.43,NA,NA,NA
W2501695,F2,2025,F,2,2-5,F2-2025-F,34.43,4.23,NA,NA,NA
M2501696,F2,2025,M,2,2-5,F2-2025-M,30.76,3.35,NA,NA,NA
M2501697,F1,2025,M,3,2-5,F1-2025-M,30.6,3.46,NA,NA,NA
M2501698,F1,2025,M,3,2-5,F1-2025-M,31.78,4.23,NA,NA,NA
M2501699,F1,2025,M,3,2-5,F1-2025-M,29.78,NA,6.61,NA,NA
W2501700,F2,2025,F,1,2-5,F2-2025-F,22.71,NA,5.312,NA,NA
W2501701,F2,2025,F,2,2-5,F2-2025-F,19.27,2.41,NA,NA,NA
W2501702,F2,2025,F,2,2-5,F2-2025-F,33.4,3.68,NA,NA,NA
W2501703,F1,2025,F,1,2-5,F1-2025-F,32.76,NA,NA,NA,NA
W2501704,F2,2025,F,1,2-5,F2-2025-F,32.21,4.25,NA,NA,NA
M2501705,F1,2025,M,1,2-5,F1-2025-M,30.26,2.29,NA,NA,NA
M2501706,F2,2025,M,1,2-5,F2-2025-M,30.53,4.74,NA,NA,NA
W2501707,F1,2025,F,3,2-5,F1-2025-F,20.36,2.13,NA,NA,NA
W2501708,F1,2025,F,3,2-5,F1-2025-F,27.86,NA,3.981,NA,NA
M2501709,F1,2025,M,3,2-5,F1-2025-M,32.98,4.08,NA,NA,NA
W2501710,F1,2025,F,2,2-5,F1-2025-F,30.08,NA,8.597,NA,NA
W2501711,F1,2025,F,2,2-5,F1-2025-F,30.16,4.45,NA,NA,NA
M2501712,F2,2025,M,2,2-5,F2-2025-M,28.95,NA,5.825,NA,NA
M2501713,F2,2025,M,2,2-5,F2-2025-M,33.06,NA,NA,NA,NA
M2501714,F2,2025,M,1,2-5,F2-2025-M,33.09,1.33,NA,NA,NA
W2501715,F2,2025,F,3,2-5,F2-2025-F,20.47,2.18,6.61,NA,NA
M2501716,F2,2025,M,3,2-5,F2-2025-M,21.29,0.7,4.756,NA,NA
M2501717,F2,2025,M,3,2-5,F2-2025-M,28.64,NA,NA,NA,NA
M2501718,F1,2025,M,2,2-5,F1-2025-M,30.42,5.25,NA,NA,NA
W2501719,F1,2025,F,2,2-5,F1-2025-F,32.7,1.67,NA,NA,NA
M2501720,F2,2025,M,1,2-5,F2-2025-M,34.94,2.42,6.984,NA,NA
W2501721,F1,2025,F,3,2-5,F1-2025-F,29.33,NA,NA,NA,NA
W2501722,F1,2025,F,3,2-5,F1-2025-F,26.07,2.64,3.46,NA,NA
W2501723,F1,2025,F,3,2-5,F1-2025-F,25.92,2.94,5.449,NA,NA
W2501724,F2,2025,F,1,2-5,F2-2025-F,30.02,2.29,7.416,NA,NA
W2501725,F2,2025,F,2,2-5,F2-2025-F,30.32,4.38,8.197,NA,NA
W2501726,F2,2025,F,2,2-5,F2-2025-F,27.95,NA,NA,NA,NA
M2501727,F2,2025,M,1,2-5,F2-2025-M,26.72,4.29,NA,NA,NA
M2501728,F2,2025,M,1,2-5,F2-2025-M,31.27,NA,NA,NA,NA
M2501729,F2,2025,M,2,2-5,F2-2025-M,36.27,1.78,NA,NA,NA
W2501730,F2,2025,F,2,2-5,F2-2025-F,31.43,NA,NA,NA,NA
W2501731,F2,2025,F,2,2-5,F2-2025-F,22.72,2.03,5.913,NA,NA
W2501732,F2,2025,F,2,2-5,F2-2025-F,30.07,NA,6.243,NA,NA
M2501733,F2,2025,M,3,2-5,F2-2025-M,28.5,2.94,NA,NA,NA
W2501734,F2,2025,F,3,2-5,F2-2025-F,23.99,3.49,NA,NA,NA
W2501735,F2,2025,F,3,2-5,F2-2025-F,21.58,NA,NA,NA,NA
W2501736,F2,2025,F,3,2-5,F2-2025-F,21.47,2.28,NA,NA,NA
M2501737,F2,2025,M,3,2-5,F2-2025-M,25.37,0.38,NA,NA,NA
W2501738,F2,2025,F,3,2-5,F2-2025-F,22.06,NA,NA,NA,NA
M2501739,F2,2025,M,1,2-5,F2-2025-M,35.07,2.54,NA,NA,NA
M2501740,F1,2025,M,2,2-5,F1-2025-M,30.28,3.39,7.114,NA,NA
M2501741,F1,2025,M,2,2-5,F1-2025-M,33.39,4.41,NA,NA,NA
W2501742,F1,2025,F,1,2-5,F1-2025-F,38.65,4.36,6.227,NA,NA
M2501743,F1,2025,M,2,2-5,F1-2025-M,22.25,3.85,NA,NA,NA
M2501744,F1,2025,M,2,2-5,F1-2025-M,29.01,NA,NA,NA,NA
W2501745,F1,2025,F,1,2-5,F1-2025-F,35.29,3.52,1.985,NA,NA
M2501746,F1,2025,M,2,2-5,F1-2025-M,38.8,NA,8.459,NA,NA
W2501747,F1,2025,F,2,2-5,F1-2025-F,27.13,NA,5.934,NA,NA
W2501748,F2,2025,F,2,2-5,F2-2025-F,16.73,2.75,NA,NA,NA
W2501749,F2,2025,F,2,2-5,F2-2025-F,30.37,3.17,5.977,NA,NA
M2501750,F2,2025,M,1,2-5,F2-2025-M,31.07,NA,NA,NA,NA
W2501751,F1,2025,F,1,2-5,F1-2025-F,31.46,NA,5.489,NA,NA
W2501752,F1,2025,F,1,2-5,F1-2025-F,23.33,2.26,NA,NA,NA
W2501753,F2,2025,F,1,2-5,F2-2025-F,33.16,2.69,5.126,NA,NA
W2501754,F2,2025,F,1,2-5,F2-2025-F,33.17,2.83,NA,NA,NA
M2501755,F2,2025,M,1,2-5,F2-2025-M,36.31,NA,NA,NA,NA
W2501756,F1,2025,F,2,2-5,F1-2025-F,30.14,2.38,5.995,NA,NA
M2501757,F1,2025,M,2,2-5,F1-2025-M,29.91,3.07,8.142,NA,NA
W2501758,F2,2025,F,1,2-5,F2-2025-F,32.54,NA,NA,NA,NA
M2501759,F2,2025,M,1,2-5,F2-2025-M,24.86,NA,NA,NA,NA
W2501760,F2,2025,F,1,2-5,F2-2025-F,24.37,1.8,NA,NA,NA
M2501761,F1,2025,M,1,2-5,F1-2025-M,37.7,3.77,NA,NA,NA
M2501762,F2,2025,M,1,2-5,F2-2025-M,32.95,2.67,NA,NA,NA
M2501763,F2,2025,M,2,2-5,F2-2025-M,27.48,3.15,6.718,NA,NA
M2501764,F2,2025,M,2,2-5,F2-2025-M,31.88,NA,NA,NA,NA
W2501765,F1,2025,F,1,2-5,F1-2025-F,40.51,NA,NA,NA,NA
M2501766,F1,2025,M,2,2-5,F1-2025-M,28.01,3.7,NA,NA,NA
M2501767,F1,2025,M,2,2-5,F1-2025-M,26.76,NA,NA,NA,NA
M2501768,F1,2025,M,2,2-5,F1-2025-M,26.18,3.58,NA,NA,NA
M2501769,F1,2025,M,2,2-5,F1-2025-M,34.96,4.55,NA,NA,NA
W2501770,F1,2025,F,2,2-5,F1-2025-F,31.26,NA,6.876,NA,NA
M2501771,F1,2025,M,2,2-5,F1-2025-M,26.36,4.48,NA,NA,NA
M2501772,F1,2025,M,2,2-5,F1-2025-M,26.83,2.42,3.191,NA,NA
M2501773,F1,2025,M,2,2-5,F1-2025-M,25.51,3.48,NA,NA,NA
W2501774,F1,2025,F,2,2-5,F1-2025-F,26.94,3.57,5.504,NA,NA
W2501775,F1,2025,F,2,2-5,F1-2025-F,27.08,NA,5.693,NA,NA
M2501776,F2,2025,M,2,2-5,F2-2025-M,37.65,3.47,5.741,NA,NA
M2501777,F2,2025,M,2,2-5,F2-2025-M,33.83,2.96,4.941,NA,NA
M2501778,F2,2025,M,1,2-5,F2-2025-M,35.71,3.99,NA,NA,NA
M2501779,F2,2025,M,1,2-5,F2-2025-M,30.96,2.83,6.756,NA,NA
W2501780,F2,2025,F,1,2-5,F2-2025-F,27.02,NA,NA,NA,NA
W2501781,F1,2025,F,1,2-5,F1-2025-F,38.11,5.42,NA,NA,NA
M2501782,F2,2025,M,1,2-5,F2-2025-M,34.38,2.45,NA,NA,NA
W2501783,F2,2025,F,2,1,F2-2025-F,24.48,1.79,NA,NA,NA
W2501784,F2,2025,F,2,1,F2-2025-F,25.56,NA,6.975,NA,NA
M2501785,F2,2025,M,2,1,F2-2025-M,32.03,NA,6.294,NA,NA
W2501786,F2,2025,F,2,1,F2-2025-F,31.96,NA,5.89,NA,NA
M2501787,F2,2025,M,1,1,F2-2025-M,34.94,NA,NA,NA,NA
W2501788,F2,2025,F,1,1,F2-2025-F,34.3,NA,6.658,NA,NA
M2501789,F2,2025,M,1,1,F2-2025-M,27.6,3.29,NA,NA,NA
M2501790,F1,2025,M,1,1,F1-2025-M,36.63,NA,NA,NA,NA
W2501791,F1,2025,F,1,1,F1-2025-F,27.89,3.38,4.822,NA,NA
W2501792,F1,2025,F,2,1,F1-2025-F,32.36,NA,4.244,NA,NA
W2501793,F1,2025,F,2,1,F1-2025-F,35.21,NA,5.121,NA,NA
W2501794,F2,2025,F,2,1,F2-2025-F,26.88,NA,NA,NA,NA
M2501795,F2,2025,M,2,1,F2-2025-M,31.29,NA,NA,NA,NA
M2501796,F1,2025,M,2,1,F1-2025-M,32.97,3.75,NA,NA,NA
M2501797,F1,2025,M,2,1,F1-2025-M,28.35,3.81,NA,NA,NA
W2501798,F2,2025,F,1,1,F2-2025-F,28.73,3.68,7.203,NA,NA
M2501799,F1,2025,M,1,1,F1-2025-M,29.66,4.27,5.27,NA,NA
W2501800,F1,2025,F,1,1,F1-2025-F,32.06,NA,5.409,NA,NA
W2501801,F2,2025,F,1,1,F2-2025-F,32.39,NA,7.073,NA,NA
M2501802,F1,2025,M,1,1,F1-2025-M,40.83,NA,NA,NA,NA
W2501803,F2,2025,F,3,1,F2-2025-F,21.7,2.8,NA,NA,NA
W2501804,F2,2025,F,3,1,F2-2025-F,16.46,2.66,NA,NA,NA
W2501805,F2,2025,F,3,1,F2-2025-F,18.23,2.6,NA,NA,NA
M2501806,F1,2025,M,2,1,F1-2025-M,29.52,NA,7.252,NA,NA
W2501807,F1,2025,F,2,1,F1-2025-F,30.75,3.05,NA,NA,NA
W2501808,F2,2025,F,2,1,F2-2025-F,27.27,2.91,7.06,NA,NA
W2501809,F2,2025,F,2,1,F2-2025-F,22.17,3.3,NA,NA,NA
M2501810,F1,2025,M,1,1,F1-2025-M,38.82,3.55,7.63,NA,NA
W2501811,F2,2025,F,1,1,F2-2025-F,32.36,4.11,NA,NA,NA
M2501812,F1,2025,M,2,1,F1-2025-M,27.41,3.82,NA,NA,NA
W2501813,F1,2025,F,2,1,F1-2025-F,28.61,4.27,NA,NA,NA
W2501814,F2,2025,F,2,1,F2-2025-F,32.72,NA,6.145,NA,NA
M2501815,F2,2025,M,2,1,F2-2025-M,31.42,NA,NA,NA,NA
M2501816,F1,2025,M,3,1,F1-2025-M,25.35,3.09,NA,NA,NA
M2501817,F1,2025,M,3,1,F1-2025-M,31.99,3.78,4.131,NA,NA
W2501818,F1,2025,F,3,1,F1-2025-F,27.0,3.3,NA,NA,NA
W2501819,F1,2025,F,2,1,F1-2025-F,30.74,NA,NA,NA,NA
M2501820,F1,2025,M,2,1,F1-2025-M,31.21,3.47,6.052,NA,NA
M2501821,F1,2025,M,2,1,F1-2025-M,27.55,2.82,3.781,NA,NA
M2501822,F1,2025,M,2,1,F1-2025-M,21.06,3.72,4.988,NA,NA
M2501823,F2,2025,M,1,1,F2-2025-M,31.84,2.64,NA,NA,NA
M2501824,F1,2025,M,1,1,F1-2025-M,32.28,3.64,6.833,NA,NA
M2501825,F1,2025,M,2,1,F1-2025-M,30.55,NA,6.04,NA,NA
W2501826,F1,2025,F,2,1,F1-2025-F,27.39,1.72,NA,NA,NA
W2501827,F1,2025,F,3,1,F1-2025-F,32.35,2.83,NA,NA,NA
M2501828,F1,2025,M,3,1,F1-2025-M,24.03,3.74,7.494,NA,NA
W2501829,F1,2025,F,3,1,F1-2025-F,23.41,3.1,NA,NA,NA
M2501830,F1,2025,M,1,1,F1-2025-M,32.34,NA,NA,NA,NA
W2501831,F2,2025,F,1,1,F2-2025-F,34.35,3.25,7.585,NA,NA
M2501832,F1,2025,M,1,1,F1-2025-M,36.06,NA,4.501,NA,NA
M2501833,F2,2025,M,1,1,F2-2025-M,37.11,NA,5.931,NA,NA
M2501834,F2,2025,M,1,1,F2-2025-M,34.99,2.32,NA,NA,NA
W2501835,F1,2025,F,1,1,F1-2025-F,33.22,4.13,5.596,NA,NA
W2501836,F1,2025,F,3,1,F1-2025-F,26.89,NA,7.45,NA,NA
W2501837,F1,2025,F,3,1,F1-2025-F,30.65,NA,NA,NA,NA
W2501838,F1,2025,F,3,1,F1-2025-F,24.27,4.38,7.623,NA,NA
M2501839,F2,2025,M,2,1,F2-2025-M,30.11,2.04,NA,NA,NA
M2501840,F2,2025,M,2,1,F2-2025-M,29.53,NA,NA,NA,NA
M2501841,F2,2025,M,2,1,F2-2025-M,31.86,2.88,NA,NA,NA
W2501842,F2,2025,F,2,1,F2-2025-F,27.07,3.15,7.122,NA,NA
W2501843,F1,2025,F,1,1,F1-2025-F,33.13,NA,NA,NA,NA
M2501844,F1,2025,M,2,1,F1-2025-M,36.8,NA,NA,NA,NA
W2501845,F1,2025,F,2,1,F1-2025-F,36.72,3.2,NA,NA,NA
W2501846,F2,2025,F,2,1,F2-2025-F,32.31,NA,NA,NA,NA
M2501847,F2,2025,M,2,1,F2-2025-M,29.47,3.99,5.955,NA,NA
M2501848,F2,2025,M,1,1,F2-2025-M,35.79,NA,NA,NA,NA
W2501849,F2,2025,F,2,1,F2-2025-F,26.27,3.62,NA,NA,NA
W2501850,F2,2025,F,2,1,F2-2025-F,21.56,NA,NA,NA,NA
W2501851,F2,2025,F,2,1,F2-2025-F,24.61,2.65,NA,NA,NA
W2501852,F2,2025,F,2,1,F2-2025-F,30.07,2.1,NA,NA,NA
W2501853,F1,2025,F,2,1,F1-2025-F,30.55,2.27,NA,NA,NA
M2501854,F1,2025,M,2,1,F1-2025-M,34.77,1.99,4.552,NA,NA
M2501855,F1,2025,M,2,1,F1-2025-M,29.99,4.74,5.912,NA,NA
M2501856,F1,2025,M,2,1,F1-2025-M,31.67,3.56,6.109,NA,NA
W2501857,F2,2025,F,1,1,F2-2025-F,25.66,2.49,NA,NA,NA
M2501858,F1,2025,M,3,1,F1-2025-M,30.48,NA,5.213,NA,NA
W2501859,F1,2025,F,3,1,F1-2025-F,27.98,3.21,3.337,NA,NA
M2501860,F1,2025,M,3,1,F1-2025-M,27.32,NA,NA,NA,NA
W2501861,F1,2025,F,1,1,F1-2025-F,35.52,3.97,NA,NA,NA
W2501862,F2,2025,F,1,1,F2-2025-F,30.21,3.14,NA,NA,NA
M2501863,F2,2025,M,1,1,F2-2025-M,26.48,2.97,7.649,NA,NA
M2501864,F1,2025,M,1,1,F1-2025-M,34.95,4.71,7.692,NA,NA
W2501865,F1,2025,F,1,1,F1-2025-F,33.75,2.78,NA,NA,NA
M2501866,F1,2025,M,2,1,F1-2025-M,22.07,NA,5.732,NA,NA
W2501867,F1,2025,F,2,1,F1-2025-F,28.12,NA,NA,NA,NA
W2501868,F1,2025,F,2,1,F1-2025-F,24.94,3.66,NA,NA,NA
M2501869,F1,2025,M,2,1,F1-2025-M,28.76,NA,NA,NA,NA
W2501870,F1,2025,F,2,1,F1-2025-F,30.41,NA,NA,NA,NA
W2501871,F1,2025,F,2,1,F1-2025-F,28.17,4.64,3.989,NA,NA
M2501872,F2,2025,M,2,1,F2-2025-M,23.86,2.18,6.664,NA,NA
W2501873,F2,2025,F,2,1,F2-2025-F,26.17,1.53,5.225,NA,NA
M2501874,F1,2025,M,1,1,F1-2025-M,35.38,NA,5.569,NA,NA
M2501875,F1,2025,M,2,1,F1-2025-M,32.11,NA,6.17,NA,NA
M2501876,F1,2025,M,2,1,F1-2025-M,34.85,NA,NA,NA,NA
W2501877,F2,2025,F,2,1,F2-2025-F,24.66,1.54,6.698,NA,NA
M2501878,F2,2025,M,2,1,F2-2025-M,28.83,1.86,NA,NA,NA
W2501879,F2,2025,F,1,1,F2-2025-F,27.66,3.53,6.58,NA,NA
M2501880,F2,2025,M,2,1,F2-2025-M,23.45,3.12,4.428,NA,NA
W2501881,F2,2025,F,2,1,F2-2025-F,29.82,2.21,NA,NA,NA
W2501882,F2,2025,F,1,1,F2-2025-F,23.08,2.4,5.545,NA,NA
W2501883,F2,2025,F,1,1,F2-2025-F,33.94,NA,8.281,NA,NA
W2501884,F2,2025,F,1,1,F2-2025-F,33.21,NA,7.968,NA,NA
W2501885,F2,2025,F,3,1,F2-2025-F,25.05,2.49,5.68,NA,NA
M2501886,F2,2025,M,3,1,F2-2025-M,25.21,NA,NA,NA,NA
W2501887,F2,2025,F,3,1,F2-2025-F,16.43,NA,NA,NA,NA
M2501888,F2,2025,M,2,1,F2-2025-M,24.2,3.08,NA,NA,NA
W2501889,F2,2025,F,2,1,F2-2025-F,24.74,NA,6.235,NA,NA
W2501890,F2,2025,F,1,1,F2-2025-F,26.44,3.25,NA,NA,NA
M2501891,F2,2025,M,1,1,F2-2025-M,33.0,3.24,5.333,NA,NA
M2501892,F1,2025,M,2,1,F1-2025-M,24.2,2.85,6.464,NA,NA
W2501893,F1,2025,F,2,1,F1-2025-F,25.4,NA,5.83,NA,NA
W2501894,F1,2025,F,1,1,F1-2025-F,33.28,NA,NA,NA,NA
W2501895,F1,2025,F,2,1,F1-2025-F,24.4,2.28,5.341,NA,NA
W2501896,F1,2025,F,2,1,F1-2025-F,29.45,2.26,NA,NA,NA
